title,cast,directors,writers,genres,keywords,content_rating,run_time,release_year,languages,rating,budget,revenue,opening_weekend_revenue,production_companies,production_countries,alternative_titles
Indiana Jones and the Temple of Doom,Harrison Ford;Kate Capshaw;Jonathan Ke Quan;Amrish Puri;Roshan Seth,Steven Spielberg,George Lucas;Gloria Katz;Willard Huyck,Adventure;Action,riddle;treasure;wind;elephant;heart;crocodile;bridge;skeleton;treasure hunt;mystery;torture;india;violence;monkey;archaeologist;conveyor belt;child driving car;mine car;rope bridge;splits;archeology ;1930s,PG,118,1984,English,71.0,$28000000.00,$333000000.00,,,,
The Garden of Words,Miyu Irino;Kana Hanazawa;Fumi Hirano;Takeshi Maeda;Yuka Terasaki,Makoto Shinkai,Makoto Shinkai,Animation;Drama;Romance,coming of age;seinen;shoemaker;anime;age gap,PG-13,46,2013,Japanese,75.0,-,-,,,,
Under the Tuscan Sun,Diane Lane;Sandra Oh;Lindsay Duncan;Raoul Bova;Vincent Riotta,Audrey Wells,Audrey Wells;Frances Mayes,Romance,depression;toscana;recreation;author;divorce;woman director,PG-13,113,2003,English,64.0,$18000000.00,$58878723.00,,,,
Planet of the Apes,Charlton Heston;Roddy McDowall;Kim Hunter;Maurice Evans;James Daly,Franklin J. Schaffner,Michael Wilson;Rod Serling;Pierre Boulle,Science Fiction;Adventure;Drama;Action,human evolution;gorilla;bondage;space marine;chimp;slavery;space travel;time travel;dystopia;apocalypse;astronaut;ape;human subjugation,G,112,1968,English,75.0,$5800000.00,$33395426.00,,,,
Faces in the Crowd,Milla Jovovich;Sarah Wayne Callies;Julian McMahon;Michael Shanks;Adam Harrington,Julien Magnat,Julien Magnat,Thriller;Mystery;Crime;Drama,detective;murder;serial killer;disorder,R,102,2011,English,58.0,$15000000.00,-,,,,
What Just Happened,Bruce Willis;Robert De Niro;Sean Penn;Robin Wright;Stanley Tucci,Barry Levinson,Art Linson;Art Linson,Comedy;Drama,movie business;midlife crisis;independent film;divorce,R,104,2008,English,52.0,$25000000.00,$6673422.00,,,,
Anaconda,Jennifer Lopez;Ice Cube;Jon Voight;Eric Stoltz;Owen Wilson,Luis Llosa,Hans Bauer;Jack Epps Jr.;Jim Cash,Adventure;Horror;Thriller,movie business;amazon;jungle;anaconda;killer snake;riverboat;amazon river;animal horror,PG-13,89,1997,English,48.0,$45.00,$136.00,,,,
The Hills Have Eyes,Martin Speer;Russ Grieve;John Steadman;James Whitworth;Virginia Vincent,Wes Craven,Wes Craven,Horror,rape;mutation;government;murder;blood;cannibal;dog;desert;camper;set on fire,R,89,1977,English,61.0,$230000.00,$25000000.00,,,,
Sucker Punch,Emily Browning;Abbie Cornish;Jena Malone;Vanessa Hudgens;Jamie Chung,Zack Snyder,Zack Snyder;Zack Snyder;Steve Shibuya,Action;Fantasy;Thriller,brothel;fantasy;asylum;reality;escape;robot;violence;inmate;alternative;imagination;lobotomy,PG-13,110,2011,English,60.0,$82000000.00,$89792502.00,,,,
Ratchet & Clank,James Arnold Taylor;David Kaye;Armin Shimerman;Sylvester Stallone;Rosario Dawson,Kevin Munroe;Jericca Cleland,"Kevin Munroe;Todd ""T.J."" Fixman;Gerry Swallow",Action;Adventure;Animation;Family,saving the world;extraterrestrial technology;spaceship;alien;comedy;furry;best friend;robot;based on video game;woman director;wacky gadgets;spaceship mechanic,PG,94,2016,English,55.0,$20000000.00,$8821329.00,,,,
Blade Runner 2049,Ryan Gosling;Harrison Ford;Ana de Armas;Robin Wright;Jared Leto,Denis Villeneuve,Hampton Fancher;Hampton Fancher;Michael Green;Philip K. Dick,Mystery;Science Fiction;Thriller,artificial intelligence;bounty hunter;future;dystopia;genetics;sequel;science fiction;cyberpunk;los angeles;las vegas;tech noir,R,163,2017,English,73.0,$150000000.00,$259239658.00,,,,
Bubba Ho-tep,Bruce Campbell;Ossie Davis;Ella Joyce;Heidi Marnhout;Bob Ivy,Don Coscarelli,Don Coscarelli;Joe R. Lansdale,Comedy;Horror;Thriller;Mystery;Fantasy,john f. kennedy;elvis presley,R,92,2002,English,67.0,$1000000.00,-,,,,
Exam,Luke Mably;Adar Beck;Chris Carey;Gemma Chan;Nathalie Cox,Stuart Hazeldine,Stuart Hazeldine,Thriller;Mystery,gun;room;suspicion;guard;pill;job;psychologist;disease;interrogation;candidate;narcissist;corporation;pandemic;rules,NR,101,2009,English,66.0,$600000.00,-,,,,
Man of Steel,Henry Cavill;Amy Adams;Michael Shannon;Kevin Costner;Russell Crowe,Zack Snyder,David S. Goyer;David S. Goyer;Christopher Nolan,Action;Adventure;Fantasy;Science Fiction,saving the world;dc comics;superhero;based on comic;superhuman;alien invasion;super power;reboot;dc extended universe,PG-13,143,2013,English,65.0,$225000000.00,$662845518.00,,,,
The Campaign,Will Ferrell;Zach Galifianakis;Dylan McDermott;Jason Sudeikis;Sarah Baker,Jay Roach,Chris Henchy;Adam McKay;Shawn Harwell,Comedy,politics;politician;election campaign; north carolinam;congressman;political candidate;moustache;political corruption;campaign manager;campaign finance,R,85,2012,English,56.0,-,$104907746.00,,,,
Reservoir Dogs,Harvey Keitel;Tim Roth;Michael Madsen;Chris Penn;Steve Buscemi,Quentin Tarantino,Quentin Tarantino;Roger Avary,Crime;Thriller,traitor;jewelry;psychopath;thief;heist;betrayal;mystery;escape;gang;plan gone wrong;warehouse;ensemble cast;all male cast;told in flashback;heist gone wrong;foreshadowing;rendezvous;iconic;set in one room;uneasy alliance;rag tag group,not available,99,1992,English,81.0,$10000000.00,-,,,,
The Girl on the Train,Emily Blunt;Haley Bennett;Rebecca Ferguson;Justin Theroux;Luke Evans,Tate Taylor,Paula Hawkins;Erin Cressida Wilson,Crime;Drama;Mystery;Romance;Thriller,based on novel;infidelity;amnesia;homicide;alcoholism;domestic abuse;confusion;female protagonist;memory loss;train;divorcee;missing person;police investigation;ex-husband ex-wife relationship;flashback;abuse,R,112,2016,English,62.0,$45000000.00,$173185859.00,,,,
Garfield,Bill Murray;Breckin Meyer;Jennifer Love Hewitt;Stephen Tobolowsky;Evan Arnold,Peter Hewitt,Jim Davis;Alec Sokolow;Joel Cohen,Animation;Comedy;Family,competition;cat;moderator;mascot;lasagne;garfield;pets,PG,80,2004,English,52.0,$50000000.00,$200804534.00,,,,
Deliverance,Jon Voight;Burt Reynolds;Ned Beatty;Ronny Cox;Ed Ramey,John Boorman,James Dickey;James Dickey,Drama;Adventure;Thriller,river;banjo;strangeness;georgia;wound;wilderness;canoe;rafting;hillbilly;cult film;rapids,R,109,1972,English,72.0,$2000000.00,$46122355.00,,,,
Can We Still Be Friends?,Gerald Anderson;Arci Muñoz;Bryan Santos;Ria Atayde;Brian Sy,Prime Cruz,Jenilee Chuansu,Comedy;Romance,philippines;pinoy,R-13,95,2017,Tagalog,62.0,-,-,,,,
Bend It Like Beckham,Parminder Nagra;Keira Knightley;Jonathan Rhys Meyers;Anupam Kher;Shaheen Khan,Gurinder Chadha,Gurinder Chadha;Paul Mayeda Berges;Guljit Bindra,Comedy;Drama;Romance,london england;tradition;indian lead;culture clash;immigration;role of women;sikh;women's soccer;soccer;family;woman director,PG-13,112,2002,English,62.0,$3500159.00,$76578641.00,,,,
Eye in the Sky,Helen Mirren;Aaron Paul;Alan Rickman;Iain Glen;Barkhad Abdi,Gavin Hood,Guy Hibbert,Drama;Thriller;War,terrorist;drone;u.s. military;air force base;combat drone,R,102,2015,English,71.0,$13000000.00,$18704595.00,,,,
Mongol: The Rise of Genghis Khan,Tadanobu Asano;Sun Hong-Lei;Khulan Chuluun;Aliya;Ba Sen,Sergei Bodrov,Sergei Bodrov,History,mongolia;genghis khan,R,120,2007,Russian,66.0,$18000000.00,$26527510.00,,,,
The Lords of Salem,Sheri Moon Zombie;Bruce Davison;Jeff Daniel Phillips;Judy Geeson;Meg Foster,Rob Zombie,Rob Zombie,Horror;Thriller,witch;coven;salem massachusetts;satanic,R,101,2012,English,50.0,$1500000.00,$1165882.00,,,,
The General's Daughter,John Travolta;Madeleine Stowe;James Cromwell;Timothy Hutton;Leslie Stefanson,Simon West,Nelson DeMille;Christopher Bertolini;William Goldman,Crime;Drama;Mystery;Thriller,suicide;detective;based on novel;bondage;parent child relationship;general;paranoia;nudity;u.s. army;investigation;politics;cover-up;murder;betrayal;conspiracy;gang rape;videotape;military law,R,116,1999,English,61.0,$60000000.00,$149705852.00,,,,
Sudden Death,Jean-Claude Van Damme;Powers Boothe;Dorian Harewood;Raymond J. Barry;Ross Malinger,Peter Hyams,Gene Quintano;Karen Elise Baldwin,Action;Adventure;Thriller,terrorist;hostage;explosive;vice president,R,106,1995,English,55.0,$35000000.00,$64350171.00,,,,
Entourage,Jeremy Piven;Adrian Grenier;Jerry Ferrara;Kevin Connolly;Kevin Dillon,Doug Ellin,Doug Ellin;Doug Ellin;Rob Weiss,Comedy,alcohol;show business;nightclub;nudity;friendship;celebrity;womanizer;film in film;rivalry;hollywood;premarital sex;movie star;aspiring actor;financier;entourage;film production,R,104,2015,English,62.0,$30000000.00,$49263404.00,,,,
Unknown,Liam Neeson;Diane Kruger;January Jones;Aidan Quinn;Bruno Ganz,Jaume Collet-Serra,Didier Van Cauwelaert;Oliver Butcher;Stephen Cornwell,Action;Mystery;Thriller,taxi;hotel;coma;taxi driver;prince;briefcase;hospital;stolen identity,PG-13,113,2011,English,65.0,$30000000.00,$130786397.00,,,,
A Bigger Splash,Tilda Swinton;Matthias Schoenaerts;Ralph Fiennes;Dakota Johnson;Aurore Clément,Luca Guadagnino,Alain Page;David Kajganich,Crime;Drama;Mystery;Thriller,italy;fish;rock star;vacation;rock concert,R,120,2015,English,62.0,-,$7545758.00,,,,
Evangelion: 2.0 You Can (Not) Advance,Megumi Ogata;Yuko Miyamura;Kotono Mitsuishi;Maaya Sakamoto;Megumi Hayashibara,Hideaki Anno;Masayuki;Kazuya Tsurumaki,Hideaki Anno,Animation;Science Fiction;Action;Drama,mecha;psychological drama;anime,NR,108,2009,Japanese,77.0,-,$41162041.00,,,,
Planet Terror,Rose McGowan;Naveen Andrews;Michael Biehn;Jeff Fahey;Josh Brolin,Robert Rodriguez,Robert Rodriguez,Horror;Action;Thriller,loss of loved one;military base;gas;grindhouse;zombie;splatter,R,105,2007,English,65.0,-,-,,,,
Jingle All the Way,Arnold Schwarzenegger;Phil Hartman;Sinbad;Rita Wilson;Jake Lloyd,Brian Levant,Randy Kornfield,Family;Comedy,holiday;christmas party;santa claus;toy;puppet;christmas;turboman,PG,89,1996,English,55.0,$60000000.00,$129832389.00,,,,
Step Up 3D,Rick Malambri;Adam G. Sevani;Joe Slaughter;Sharni Vinson;Alyson Stoner,Jon M. Chu,Emily Meyer;Amy Andelson,Drama;Romance,musical;duringcreditsstinger;3d,PG-13,107,2010,English,66.0,$30000000.00,$159291809.00,,,,
Jack and Jill,Adam Sandler;Katie Holmes;Al Pacino;Eugenio Derbez;Tim Meadows,Dennis Dugan,Ben Zook;Adam Sandler;Steve Koren,Comedy,usa;thanksgiving;los angeles;family;celebration;duringcreditsstinger,PG,91,2011,English,40.0,$79000000.00,$149673788.00,,,,
City of Angels,Nicolas Cage;Meg Ryan;Andre Braugher;Dennis Franz;Colm Feore,Brad Silberling,Dana Stevens;Richard Reitinger;Peter Handke;Wim Wenders,Drama;Fantasy;Romance,suicide;angel;life and death;desperation;operation;heaven;faith;afterlife;los angeles;interspecies romance,PG-13,114,1998,English,65.0,$55000000.00,$198685114.00,,,,
Assault on Precinct 13,Ethan Hawke;Laurence Fishburne;Gabriel Byrne;Maria Bello;Drea de Matteo,Jean-François Richet,James DeMonaco;John Carpenter,Thriller,drug abuse;mexican standoff;junkie;prison cell;snow storm;transport of prisoners;dying and death;molotow cocktail;new year's day;remake;deception;survival;shootout;police corruption;brutality;power outage;violence;silencer;machine gun;night vision goggles;exploding bus;detroit michigan,R,109,2005,English,60.0,$30000000.00,$35294470.00,,,,
All Cheerleaders Die,Caitlin Stasey;Sianoa Smit-McPhee;Brooke Butler;Amanda Grace Cooper;Reanin Johannink,Lucky McKee;Chris Sivertson,Lucky McKee;Chris Sivertson,Horror;Thriller;Comedy,rape;magic;cheerleader;high school;satire;high school sports;remake;teen movie,NR,89,2013,English,52.0,-,-,,,,
Touch of Evil,Charlton Heston;Janet Leigh;Orson Welles;Joseph Calleia;Akim Tamiroff,Orson Welles,Orson Welles;Whit Masterson,Drama;Thriller;Crime,hotel;brothel;border;evidence;honeymoon;investigation;united states–mexico barrier;car bomb;mexican;film noir,PG-13,95,1958,English,76.0,$829000.00,$2247465.00,,,,
The Hitcher,C. Thomas Howell;Rutger Hauer;Jennifer Jason Leigh;Jeffrey DeMunn;John M. Jackson,Robert Harmon,Eric Red,Action;Horror;Thriller,helicopter;mass murder;cop-killer;paranoia;highway;sadism;route 66;car crash;suspense;hitchhiker;false accusations;cult film;road movie,R,97,1986,English,69.0,$6000000.00,$5844868.00,,,,
Paths of Glory,Kirk Douglas;Ralph Meeker;Adolphe Menjou;George Macready;Wayne Morris,Stanley Kubrick,Stanley Kubrick;Calder Willingham;Humphrey Cobb;Jim Thompson,Drama;War,germany;france;general;patriotism;world war i;song;army;cowardice;soldier;cult film,NR,88,1957,English,82.0,$935000.00,-,,,,
Evan Almighty,Steve Carell;Morgan Freeman;Lauren Graham;Johnny Simmons;Graham Phillips,Tom Shadyac,Steve Oedekerk,Fantasy;Comedy;Family,parent child relationship;daily life;married couple;support;father;marriage;faith;baustelle;rescue;animal;nature;duringcreditsstinger;noah's ark,PG,96,2007,English,53.0,$175000000.00,$173000000.00,,,,
Napoleon Dynamite,Jon Heder;Aaron Ruell;Jon Gries;Efren Ramirez;Shondrella Avery,Jared Hess,Jared Hess;Jerusha Hess,Comedy,underdog;sibling relationship;idaho;high school;chat;independent film;teenager;school dance;social outcast;aftercreditsstinger,PG,95,2004,English,67.0,$400000.00,$46118097.00,,,,
Barton Fink,John Turturro;John Goodman;Judy Davis;Michael Lerner;Tony Shalhoub,Joel Coen,Joel Coen;Ethan Coen,Comedy;Drama,screenplay;movie business;screenwriter;cinema;mass murder;los angeles,R,116,1991,English,74.0,$9000000.00,$6153939.00,,,,
Serpico,Al Pacino;John Randolph Jones;Jack Kehoe;Biff McGuire;Cornelia Sharpe,Sidney Lumet,Norman Wexler;Peter Maas;Waldo Salt,Crime;Drama;History,corruption;hippie;police;money;undercover cop;internal affairs;new york city;social justice;whistleblower,R,129,1973,English,76.0,$3000000.00,$29800000.00,,,,
Disaster Movie,Matt Lanter;Vanessa Lachey;Nicole Ari Parker;Crista Flanagan;Gary 'G. Thang' Johnson,Aaron Seltzer;Jason Friedberg,Aaron Seltzer;Jason Friedberg,Action;Comedy,natural disaster;violence;mortal danger;duringcreditsstinger,PG-13,87,2008,English,31.0,$25000000.00,$14109284.00,,,,
The Nutty Professor,Eddie Murphy;Jada Pinkett Smith;James Coburn;Larry Miller;Dave Chappelle,Tom Shadyac,Tom Shadyac;Barry W. Blaustein;David Sheffield;Steve Oedekerk,Fantasy;Comedy;Romance;Science Fiction,overweight;overweight man;duringcreditsstinger,PG-13,95,1996,English,54.0,$54000000.00,$128769345.00,,,,
Heavy Metal,Rodger Bumpass;Jackie Burroughs;Joe Flaherty;Harold Ramis;John Candy,Gerald Potterton,Daniel Goldberg;Len Blum,Animation;Science Fiction,flying car;taxi;heavy metal;cult favorite;midnight movie;drug use;adult animation,R,90,1981,English,63.0,$9300000.00,$20100000.00,,,,
The Transporter,Jason Statham;Shu Qi;François Berléand;Matt Schulze;Ric Young,Corey Yuen;Louis Leterrier,Robert Mark Kamen;Luc Besson,Action;Crime;Thriller,car journey;transportation;human trafficking;car,PG-13,92,2002,English,66.0,$21000000.00,$43928932.00,,,,
Saw III,Tobin Bell;Shawnee Smith;Angus Macfadyen;Bahar Soomekh;Dina Meyer,Darren Lynn Bousman,Leigh Whannell,Horror;Thriller;Crime,brain tumor;nudity;suffocation;violence;mutilation;severed foot;famous theme,R,114,2006,English,62.0,$10000000.00,$163876815.00,,,,
Blood Diamond,Leonardo DiCaprio;Djimon Hounsou;Jennifer Connelly;Kagiso Kuypers;Arnold Vosloo,Edward Zwick,Charles Leavitt;Charles Leavitt;C. Gaby Mitchell,Drama;Thriller;Action,rebel;loss of loved one;journalist;journalism;slavery;mercenary;diamond mine;sierra leone;bootlegger;fisherman;special unit;smuggling;genocide in rwanda;oppression;1990s;África,R,143,2006,English,74.0,$100000000.00,$170877916.00,,,,
Speed 2: Cruise Control,Sandra Bullock;Jason Patric;Willem Dafoe;Temuera Morrison;Mike Hagerty,Jan de Bont,Jan de Bont;Randall McCormick;Jeff Nathanson,Action;Adventure;Thriller,boat;cruise;computer;disaster;diamond;collision course,PG-13,121,1997,English,42.0,$160000000.00,$164508066.00,,,,
Julie & Julia,Meryl Streep;Amy Adams;Stanley Tucci;Chris Messina;Linda Emond,Nora Ephron,Nora Ephron;Alex Prud'homme;Julie Powell;Julia Child,Romance;Drama,cooking;book;cookbook;blog;recipe;woman director;culinary;publishing,PG-13,123,2009,English,65.0,$40000000.00,$129540499.00,,,,
Naomi and Ely's No Kiss List,Victoria Justice;Pierson Fode;Matthew Daddario;Ryan Ward;Danny Flaherty,Kristin Hanggi,Amy Andelson;David Levithan;Emily Meyer;Rachel Cohn,Comedy;Drama;Romance,cheating;lgbt;young love;woman director;based on young adult novel,not available,89,2015,English,59.0,-,-,,,,
The Great Mouse Detective,Barrie Ingham;Val Bettin;Vincent Price;Susanne Pollatschek;Candy Candido,Burny Mattinson;David Michener;John Musker;Ron Clements,Burny Mattinson;David Michener;John Musker;Ron Clements;Peter Young;Bruce Morris;Steve Hulett;Paul Galdone;Matthew O'Callaghan;Mel Shaw;Vance Gerry;Eve Titus,Comedy;Animation;Family,london england;detective;queen;sherlock holmes;cartoon mouse,G,74,1986,English,70.0,$14000000.00,$38625550.00,,,,
The Legend of Drunken Master,Jackie Chan;Anita Mui;Ti Lung;Felix Wong;Liu Chia-Liang,Liu Chia-Liang,Gai Chi Yuen;Man-Ming Tong;Edward Tang,Action;Comedy,martial arts;showdown;parent child relationship;fistfight;friendship;duel,R,102,1994,Cantonese,72.0,-,-,,,,
The Hours,Nicole Kidman;Julianne Moore;Meryl Streep;Stephen Dillane;Miranda Richardson,Stephen Daldry,David Hare;Michael Cunningham,Drama,london england;suicide;gay;poetry;aids;drowning;based on novel;depression;home;way of life;self-destruction;province;literature;empowerment;country life;family's daily life;sense of life;homelessness;leaving one's family;delusion,PG-13,114,2002,English,71.0,$25000000.00,$41597830.00,,,,
Flatliners,Ellen Page;Diego Luna;Nina Dobrev;James Norton;Kiersey Clemons,Niels Arden Oplev,Ben Ripley;Peter Filardi,Drama;Science Fiction,bullying;remake;car accident;death;medical student;guilty conscience;near-death experience;competitiveness;medical experiment,PG-13,110,2017,English,56.0,$19000000.00,$9800000.00,,,,
Cannibal Holocaust,Robert Kerman;Perry Pirkanen;Luca Barbareschi;Salvatore Basile;Francesca Ciardi,Ruggero Deodato,Gianfranco Clerici;Gianfranco Clerici;Giorgio Stegani,Horror,movie business;filmteam;horror;controversy;tribe;jungle;torture;cannibal;south america;cult film;found footage;amazon rainforest;missing;video nasty;cannibalism;amazon tribe,NC-17,95,1980,Italian,59.0,$100000.00,-,,,,
Ghost World,Thora Birch;Scarlett Johansson;Steve Buscemi;Brad Renfro;Bob Balaban,Terry Zwigoff,Terry Zwigoff;Daniel Clowes,Comedy;Drama,high school friends;art class;record collector;plaster;personal ad;blues music;nunchaku;prank telephone call;aftercreditsstinger,R,111,2001,English,71.0,$7000000.00,-,,,,
Little Boy,Jakob Salvati;Emily Watson;Cary-Hiroyuki Tagawa;Michael Rapaport;David Henrie,Alejandro Monteverde,Alejandro Monteverde;Pepe Portillo,Comedy;Drama;War,japanese;world war ii;spirituality,PG-13,106,2015,English,70.0,$20000000.00,$6485961.00,,,,
Chariots of Fire,Ben Cross;Ian Charleson;Cheryl Campbell;Alice Krige;Nigel Havers,Hugh Hudson,Colin Welland;Colin Welland,Drama;History,underdog;scotland;missionary;running;jewry;patriotism;mayor;praline;olympic games;jew;olympian sports team;ambition;athletics,PG,123,1981,English,68.0,$5500000.00,$58972904.00,,,,
FernGully: The Last Rainforest,Tim Curry;Samantha Mathis;Christian Slater;Robin Williams;Tone Loc,Bill Kroyer,Diana Young;Jim Cox,Fantasy;Animation;Science Fiction;Family,,G,76,1992,English,61.0,-,$32710894.00,,,,
Birth,Nicole Kidman;Cameron Bright;Danny Huston;Lauren Bacall;Alison Elliott,Jonathan Glazer,Jonathan Glazer;Milo Addica;Jean-Claude Carrière,Drama;Mystery;Thriller,loss of loved one;reincarnation;friends;little boy;independent film;wedding,R,100,2004,English,59.0,$20000000.00,-,,,,
Emma,Gwyneth Paltrow;Toni Collette;Alan Cumming;Ewan McGregor;Jeremy Northam,Douglas McGrath,Douglas McGrath;Jane Austen,Comedy;Drama;Romance,based on novel;jane austen;matchmaking,PG,121,1996,English,67.0,$6000000.00,$22231658.00,,,,
The Goonies,Sean Astin;Josh Brolin;Jeff Cohen;Corey Feldman;Robert Davi,Richard Donner,Chris Columbus,Adventure;Comedy;Family,gang of thieves;treasure map;gunfight;childhood friends;booby trap;water slide;foreclosure;walking the plank;lost treasure;social outcast;pirate ship;henchmen;wacky gadgets,PG,114,1985,English,74.0,$19000000.00,$61503218.00,,,,
New Year's Eve,Robert De Niro;Katherine Heigl;Ashton Kutcher;Carla Gugino;Lea Michele,Garry Marshall,Katherine Fugate,Comedy;Romance,new year's eve;illustrator;caterer;pedicab;ticket;videoconferencing;multiple storylines;duringcreditsstinger,PG-13,118,2011,English,57.0,$56000000.00,$142044638.00,,,,
Straw Dogs,James Marsden;Kate Bosworth;Alexander Skarsgård;Dominic Purcell;Laz Alonso,Rod Lurie,Rod Lurie;Rod Lurie;David Zelag Goodman;David Zelag Goodman,Drama;Thriller,southern usa;rape;bar;wife husband relationship;barn;machismo;rifle;home invasion,R,110,2011,English,56.0,$25000000.00,$10324441.00,,,,
Enemy of the State,Will Smith;Gene Hackman;Jon Voight;Regina King;Ian Hart,Tony Scott,David Marconi,Action;Drama;Thriller,corruption;washington d.c.;helicopter;falsely accused;identity;mexican standoff;blackmail;intelligence;wiretap;satellite;national security agency (nsa);politics;exploding building;suspense;mystery;mafia;conspiracy;lawyer;crime;privacy;surveillance;baltimore maryland;secret hideout,R,132,1998,English,67.0,$90000000.00,$250649836.00,,,,
